query_id,answer
7VDPJLNm15oMTPV7,efa56150916324b5 47e4e2678391177a 7adbaaf3fc0d8b9c 655f14b549d6d909 65b61a5dbe41a102 60d2d901cbdf224c 3ae5842e99c22cdd b739c2f8e5080194 9de6b1e24b396206 77eafd596518e583 645048d0e8c4cc87 d6e479911298ff54 34a7139469ff7442 3b9affb839e7bf5b 9d412d8b6af85694 6f6abd98928c3509 5b3d6b5005c6cd18 799c160f347b46e1 393a20c0e9e982eb b0e1688ef4437d16 dff9991f6d5f80ef 37001867de321128 0a400ec42bc56859 b9e58728374a718a 420733de22dd372a d22fbc208c5e7f0f df8b89b246043a38 84b2b062811ab1d0 b03727ce6ecf249e a5078110eee03156 5e9f6fefbfcbdd2c 1fb277cc58448bf3 b4a069e1f160e75b ce19cebe636ed358 3f6c95a22a9eb7c8 91ab1a9fc7fdbd15 a8851a002a3cadfa 3a9c9a41acf31b0b 37ab02b970ea6e7f 4bf25571fdf8e09c dd7971393d200c09 71d12b9d7b92ddde b5218620f4ef7f2e fed0b745b5f45f0d 92fe5416a56de532 913c9dbcacd55877 dffd6c16a1b48a10 85631e822cc5e3f9 f9337d5b02814449 974d36a3706650b6
bBOhkK3OhauHAFea,98b4037bcd037ede f51ba6a71b7a628a 1549b937ff093003 11b0ece9c7dc9501 ea97e7f878c8baed 06bd15a7ccb38e92 7934d415599402e3 fc7888c1d5b0decd 558ca46387f6d3d7 b6263ba3c3bc7f26 b19ef491ab4ad377 a5c71962806a6694 b1ff1c5e9ace2544 4a0180502f2cd0f5 2d316bdca7b95bb4 1c351bffbe4cc844 328c2dd34c72e6c4 fd6d168025c4303c b4d82005ebb01188 e846028b14a181f0 07da98758d71e7e6 62566ebfd09879e7 0fdc84a9a72b9927 4e1a5409f0bc9174 ebeada1e760973dc e3cb0655ab567d48 646d3c8617e97f60 dd729b870b6bc0a3 f41d0eadf6557c9d 1db6ee12a127b5aa 7834e49ec3750d25 2368beeff58e0efc 343504573613e792 9a5c613fb8176d58 7e2e2d06fc19d87e 639e89ebefb0df36 f329161642226766 72f9ab35acedbb1c f1d9df33abf65b63 4e2b78f262426df5 c3563ad047ab5d5a 35e4240283280978 9cbdcca42d463277 5be0921e44de1917 9ac9182707372be2 386d7b2ac0141dbf 07df3f991a179ec1 97ee384384e20ad0 2ae362db196fba7c bf738315d9ae9630
SVFfhQTJ5W0IOJtK,af0f6d371abc2723 3cffe0224dfa09c5 d5670d43b5d3464a c2fe8f392a604d7a f29eeaca9c6f16b1 e1a55ad3ecc6cc4e 18b36cf8f1086bf9 ef9ad71813d6aefd 1cff8caf32243f4c 646fec9ed6a06dfe 6a0a9d99c67eb7f4 181356dfdbf07c72 5778ca3a26b6a4a6 ac413ef546fb5542 b5f775097a09b988 23be37caba71f02b 3e3e5ed2458d3572 6d6b80a38e9342c4 dd36ff7afc2cc336 0b2e3e9453c93951 00d80a5d80fefcc8 8d3b73e0686b83d1 a2ed9a2ed8d66153 a01f7d1cb489a1e0 8a79dee3460f10c0 19b8e65165a5b8cd 46b138db81480fe7 7acf3f96b952b954 66f4fb1cce864918 13eb5be3a41dd898 0fa14228684e5a9f 90cd525b40829ceb ff9935f7ce67394c 50058f838ffd1c9e e7a3c6a37555c5f2 99b1f34c41b59d12 b21a4e127f64b703 a4339e92b6cc9085 06edf20f04db2277 bee50b04fcd49510 5cdcef49d610e933 dcc15c82dfc60785 5a92eff7b4c0bb6e fde6f64e429f5b0d b92c01805f696aae 05236950128e620c 2222b9b698e49bc1 1b39e5d014cb7bb9 a5af23a80a5fd826 b5c45e83b5f0de58
XxpbtP53PDNeT0si,e91fc473cf217409 137808076ecd35a4 2fb8d9550fc9b591 2b356baef6a9d363 c182ebf5ffed4321 1f242542ede9d660 7b7d3cf28d4cc2ab 797a7bdf9e98c19b 3f923e710955105f 4955399b9d459896 03119d1d0190d268 9300cd905e242b0d d885471feeff6a87 56c3204842d661a4 3d59eae4968c37ca 871720d9dc79e92d b853a2944b481cc7 2edb51594a68e8a8 b6d907053ec45c7e 24ac339cc46eac05 f868179722911b08 5d5fe75a224c4960 dbca9a6195178930 4ad06ad91ded4c51 b4e65962e4e6ef94 b320663c37ea1e49 374f44c96aac7714 c193721da4ff70d8 46599386cb47ecad 4895e52dc3735718 57db1cbdbb7236cc a26c74956d5331c3 125fa39e2e5d5b01 394975c1669fc82e 6217a161db66aaa0 dd3e564432783438 4db25e7f8aa0dcca dda4d281b588ccdc 4c7a568b7e97c8d5 ae4f1d5d106027ac 92073961813a6708 f5724bc71f241229 f12bdc6dc8500c1c d6e5f8e99ca9c6ab f9fce4373607ed54 3850667133e87253 632418b331b0509c 52da928bef64a7c0 5a1b7b66b58e1dc9 a568f8bd953432ec
8F3us4IJ1LnSXHhX,609374b5f93d9564 9b8bd24abb1ac143 d3276ec3563d3364 cb45e5fd3f5ea955 2457bd08a856697b 53546a479f5c5a65 d1585eb5860fad9b d3c8aa6e352fabf2 671c53afd9f0d814 f11cd730f5084ca4 979f91d861af1100 91b48e8d9dfcffdc 7f5366012e4a990d d69eb71cc37ccf2d 38bd8f5f3eb45156 4f05333c42b4c99d fb925fef5365c729 c8a3ed6cac193e55 f8ece4a0eae0754e 28fccc223aeb6b3f 9e4e8a726baa96fe 2dfefeaf5e2505e6 38e103d614d753db d8af065d23f2adb4 041e84c8a46363e9 a99e2e3e21788cf8 dc6896d5129bc2b2 a6223f5093a9554e 77a7b23a457033fa a3bfdcb5cacc723d 27d0f28c1c73602c 8cc2846fa735a298 be61fbe687683b74 eab09db8d3a9f895 ae42ad26b63e5115 7a2e296988fb93c0 0519278eb1c90ef8 d436d16944bfb2cb cda2d58f92081766 81b3b4f2fce530e8 bdfc5e321e952b78 c97c80c398787f1f 59725cf0a9a050ea e0c75f80cbac6a28 e5a909678df5f2cd 0924f08c05d892e9 4bb0c239508d0610 bcd89dcbf0a0b2d8 33391d1721745898 3c865d41f340b79d
U0clXkmc7RHllTxn,2365a6c39f0fc94e 5600696cabc9216b 452fb5aaacb7e943 26280e41c53e841d e5e62a9f678d5957 ae81740f9e84f7cb 39b2a3fa53483baf 3125d7f6df425be6 03db52d448ba7bdc 7cda4be97b7e73bf 8b6bca597faf5f96 2298fe70c826d814 8232c90044f949ae 2e2bf714d6fa98b1 2d25a6a0c75bbd3a feeb4d7cad96e6e7 369e75c9c2d47ef3 2bced5f57311053a 413c5a7a05c7196f 4ba43944427a1f69 998413ec9b21a710 7b384daa0b28ef99 5ff28b77ba30869d 95bcc3086bace3c2 d8a76d1f934933b1 f52bc9931d696597 c1eb45eb98f33dcf 31905da268de305c 5d8c05390f54573e 4e4a07d01395f66e fc883f2784272da4 699f0bd9cdbf5f5c 6d54a5e72142a701 03f3ebed490fc446 e17f2e7d6fd88764 4c78453e0c0fc498 bd64dd38e48259eb 6242f05631ea670f f7cdb079f8558b7b c9c0254ee7a36c88 cb7ca4468780424c 8f3429ad38b3dead 236f0f63ced19fd2 8f1235f9d4581eab b7632ceba7cf365a bd6b52219ce23f3d a43881f2103f1e8f 5150e2256917ebe2 b7a81e2a0fe8c5fe 63dd346420250397
oeAqt4EyaT7YYQM3,33ec4fb97bfccc61 063793eec20df7fb 862062ed91223957 16e39805218f422e c5ab2baeb464a924 8807a07934967184 a6fca1f5da08d84b 8273563df2d5e2ae ffaa76c0da4a7b70 b3a7023d5ce3ddd6 05c29f65d3900f3a 68486b3cfbeb457f 9b6eb56842563f4f 28107211cc7c9e72 42ff6d345ae30f49 7a5ccf6cc9a4adb6 5324bbbb1aa5ea33 306be0f7fb8655ba 39e167985393c29d b2e5edacd8e4e712 5bcba4596973b14d da1324fc9a6bdec2 6e061bb88f0e3cf1 63450f88b2d0e90b 3125ff1af2b4a64a 96120085ad8bd9a4 49b9c1c2522e6229 ef5624c60cfe7349 667de5b74c9fc997 ab66b3c88be1fa2e d0a490647fea50d2 b1a806e5f6435382 37d93d581f0a9269 3eafacd6db0af8ac 0fc479494fafb971 fb4e99a7e9bfc40e 9209a9c1a5984c98 8925c1ae30327290 7b68e8e775885590 3cd336dfe674ad1d 25af0b6d319ad6e8 b9dbe73fe81a9ab4 b5b523f4de0ffc25 2653314626108fc1 694e316948b53d41 f76fc07919969582 698b5194c37b67d3 a57dbdef9aac054d d54d48d9fcc82065 15025ea746027501
yjNxZGkUwdxFSqG2,5a8999f582a88747 3b635f6e92b4a742 f7c8c5dfa5d05169 69b52f7cc15d4f1e 7654ff78ccd4c19d 038b20b93a32ce39 8e2f8c4eabd09330 b3a2af585c260e96 6251748a2bf7949e f5aecee1480786db c4b6d27f1067076a db200630379d43be 85ee61e7cc732007 89c9d158c421f381 9f3ca83b374e4228 63393f0cf67f0f1e 8ea73f0f525a7242 7625923455d0c20a 89fee4c796287d50 032b63f60ed8faf1 4ff86296ed4bca1c 34fd1a1668a45b85 6d00227078f135b8 a77608990bebbba0 57583a5a05ae4de7 3fe242e8e4af5bf3 a247f95a88b73b93 f317c2a2313c971d c0c216d8ac5b2720 88fc8b7cbb277a23 7042a41b78a1286d d0dc08ec77244346 757f0cdfa8e80e63 f62652f5ae9843b4 7107fa4d33239174 c6bd110a0e3fd9e8 efcbca082109cd66 4e50460ad2da7eff 47019c5b3871f2eb e7fed7daed877430 6ad29dc6200cec6f 2c5b1b414f996b32 4294698f67573c1c 53f789c203615fcd e49bc2a235219cb2 c3edb98e388c6bf1 a8032ca95de07541 0b65dd4423565519 47e8d1d001221b5c 3aabd7369c712c71
ziSsstsJdSXWybjL,39b3b222ca41ef78 a45cbe6e914b021f 12d44b434efde614 47ffb0bdd99d0903 33f4d347c69c7c3a 30d5a2962f706c06 72850ca86509f270 2909144c9f706a84 04aefaca9d462f79 7137154c3b2e099e 94127ed8f674f535 a979bab719bc5166 409f4ea5c9f218ce 0612a879860dfb44 03c454a553ff7a35 6b3ef1cedde82902 7a6cb3ce0fd7645f ca48a428c4a36526 6e63a27562e57ac3 3299e7a87391430a 71fae45f5e067253 7f4e69407ad2e807 c5a18c4ed25bc31a b7cd1f7f4b1e8757 276f4910fcce2a1c 5129366f8ba52b84 fc04ba51c02d6829 975eb18c0faf322c defcc221872331f0 28967a2f66c9ff99 be6e3ca1bcda62cd 86e5d841963d47e4 043ef59f835ce067 c9754fb0ef534d4f 2aec64e8dcecf85d 4e044a0f122a7a99 6eb20dc5ad7dd27c f6fa80b917aee487 56eaadbc739f57b8 2e61d9ef16e2ef87 6f70f274602fadb9 959eb524aee549e3 c97e6d9faa87a7dd 2bec6633dcd718f3 6b781817685b86d2 297a161089d1d1cc 0fdc89c41cfc8903 d9eaf01e67e9ff60 acc95b2198535b2a 9564b0a1bc8746f4
chmFN7B2avisYKEI,eee96e38c3d012d8 7f7dadbb3b885a6a 1409139f97df9460 156456f05b448850 18c1d2daa4bef13e 60261b3f50c1ab27 bfaf0a10e8cfb215 96ce08206ee3e2ac dd3e3a3af7f39062 c6288b95d1be677b 36bb5c3fa725c188 9dd662381424a289 061a2b256159d203 2e116c033d104e0b b0f9e3a9722ff225 6efd3748e347221d 3c3ab9eb609978d8 66d0fc6160ad243a cdcf7702af48d611 249b53e2dc1402f6 3deb88b903d98e4f 7470e3b70cd3fc12 a6b81fb9bb23dd3d 62af166e5412ecad 20fd8983c441443e 6eae403f8a926e55 d8fb1fac42435f85 02f218aef3e3167f 98d9d7772c70abd8 765f61dc780bd12c d7dbb6594016b89d e6f77b76ef4fc3b2 c05b667b3467ef4a d0cb919c237aa9c2 4f6ef59052b8b926 1d3fbc2e5899eadf 69832af976b932bf 816ed0106fcdad79 c62a6c91d4d27ed8 05eed8206667354f 76e34c7c69106c8b 75829fae143a7c39 7180b239bca0400b 7e8b621fdf34fd9c e503b2f5e9df5339 aec032172cd0a320 c2a8e34ebbd4d2b7 3991d32e1017539f 8f13fa33b11aacac 4e11258c6d6a0f7d
sNUQMSdsgOaRyQNO,41a10b0bd07ff962 1f31b12bf0823432 bf3459dfb3419b08 97008d18e104656b a6e8bbdc1af99281 856190de03a74b73 b6de2cc16317f6f6 6a5d74cf72ddbc8b 9b15d57f8f776400 b390c3a170d78c23 b8f252b0b9e9cca0 fbe0df2d27b1c7b8 6f5e70ed0c0bbc8d 14d04978addf1769 837a232cfb8fcd05 4f93a64c849feea8 9d3c6c353c610b06 99a3c3694fa5f699 b92ce1938cac7853 842e74f9d212abd5 af40b305f43e4f44 59d02ad3cdf50c52 939ef2ee0d240a81 a54faac5873a7324 6c47414ecff0059a d72d71d12ce16ba8 8b2de9bbb3b9badf 4431e3528be5e097 0297e72f0a67d9ba d096c47af1974a7e 30eb726fdd0c9465 c1dc7e1e972891c7 062178f52b958acb 0b8e831ef04659a1 254bfda8981a98ad bd68b65d1226323a d97ce42e9c38e227 b717344bc096c5b8 be25a7c16eb78e7a 337d529da38e492a 094a9f73edd0d9f3 3c5c316e92d706e9 e110626c5cce0858 f959ac4252fcb1e9 091cde79447be54b 0e082d675bb31c2d 37fd31d7017f3f25 418c50e63f5359c9 176dcade5f376242 4e02f5e910bf9003
m6HSvVinm1CRQCim,a6d0d8a44d8f0f46 2f8d6b4fa9aa9c75 6922f8602c55a696 08a293edf367728a 10fb6303c141e222 8f7b0f2a8eb4c480 8e161d8cb275c3c5 de3efe4dae92cf80 0522ecf10be4fcfb 8d6c82c1821fdcf7 b014fc1cdf45081d 9fded1967cb3fcab 09569a9d6bb0c9b9 9e77744606dc0c6e c25af24a6ee22387 2f257495a00fbc73 d651281b0d11907a 5cd5674660217b59 e1aac79f7c9fc614 b7c9074882cf65d7 61ac4c1767a4912a 80cabe45103d8d74 b630715e35e47375 2f7470af538f91bd d53ad81050be4c5a 57aa8ede415b3003 cc52af2e0ab81aea 9fc74fca6bfc9f8a 4eb5e03a223cd8e0 ffb8780497155c53 c10868223eee0625 828ffbce0888d4fb 86930f17328de44c 020644216a3af390 3d701b0f6eeb06cd 8829644d34e4f8f1 25fc52a1da5887a5 a7bf44915dd3a627 c011163058ab8562 e34a3ad61d2b1985 64ba5895b358b1e7 64b7d35ed509139d 99f2edee77425044 c594b7514c94149a 86fc7fcf2e69c1ea 602df3b92966d73b 09b982c8d51192ef c51f5a9119775eb8 ba36a8a7d0ee176d 79674897b6399202
z6eZpBeaS1ZtsZ4l,b0ac6cfc7437d457 f1850a614e999ff9 f39d44135801143f 8237e1195bb05d41 995c6b70695fe46e 8cd418a57ce07b41 90642ef6288174d4 a352e8b368bf76af 2b317a2adc9127c6 5dc5559b57dd8178 1fd936ba82454d6f 28aa5a865e51e003 e68573c14e08acb4 bbe8bc24d136f857 71c1c344d6362cb4 f46cf9b000ecfd2e 7478cff0a22d9eb5 f606f759be7a01fc 98a2f7733c507958 78837381ae827a18 a24f0b2fb41213d6 ac1a0d700a279147 149989f6530ec51a fbbc0d95bed5554b 42b432e58a184739 284456980d2b19b9 26c6d4af27ffec3a 656bb4b1bb311832 7ac4213ccc48f3bf 39959c7b4e937dee 57598f0a37448ad3 b427f2d84db7ac8a 0fb9e39ecaa5f376 298f4fca260600bd 092ee31bbf25efdf 782691bab1f2ba50 531ceccd31221905 ac3780bb38a7201b 00f7f2095d988dd8 6373b2b6cdf1438b ed8d8cee1ba89721 3bd5f5e8c27ee5f0 009dc8f6da9d4d6e 9b0337e762990b0e 1b8af2dc4e190023 cc3e2f5f21dd8bbc fcbfc8cb7d6e238d c009ac7d45e6d221 f116c671497b6da8 ab6825b224d5cc4b
SK5Hfn8R91kYqDsa,f7b242e28c915bbc 03dde86f72de616c 071f09e124068584 fcadca7a9fc54011 0257d8dd77972e66 835dbad28224fe76 149f2007df0a5af2 591e6a1c93bbe0c8 fe260d6b6ee88df7 d4dd7f703a9c5f80 c46838d51d445f29 e72929589e46e991 f97b87b056b8c154 3528f2bcf57954b9 3945c741daf6c9fe 289b89fc6feddc5d 7aff28488e88bc3d fbdd1c0ca1963856 4f11930ccb3de533 03a9deaae9c3e169 af350a0fb580b0a0 48b1479872990b38 cb3cc9ecda1037fc e477ff0ae8dffe88 535c7ca615d60acb f6c56a9416e10b9e 2649c15c9a0004c7 3c20c7f529e4badd e7793a542cddf359 34fde16cecdf2607 08da32ffeabf6e8b 731f3baa4e6d5bdf b0ec2ba4a52c9fb7 3cc87a723c96158b a71247555092afa6 e014e1edd29dd9dd bee4c63cbf878a71 1b4fc9ce3f5be45f 8eae7c5daed562f7 4f4733c6f11c1b9e 06b6a9bd1ba91be3 1784e1a67ba547be 35099dea65b2d5a6 eebb5bfb316d1243 61d40aa2b9c830da 2a09c2a6b1099c90 85348270ff815b42 37bb66d375dcb560 51ac180aa143cf57 e21275718920e157
JOo0YZS1mViuM6eK,8d186d1f3599e995 f6202a87e64665e8 32a541215badf5e4 3744765c2c8d382b 7359af91d83e2430 73206b889dcf4571 bed911c31ff8fcc4 894a61c2a8ea28cf 07fc309ba02f24ba b6b6a6946c107444 baa9782e410ee0b3 075672f4a892f06e 1898532f5500127e 123cce64b293f2de fab4d6bb965a1a37 766b78a3ed70bfa5 306f735692426ad5 27ac47b5fe9d0273 317cc402315e6581 dcf00b47bfc69f02 53b3bdc7684572dd 9f6dbcff7ee11286 cc0e3b09fec7ecd0 e0a02579784fd11e fa6d79f68e5ce245 2ddae2b0ed3e03d6 700025f94ffd74af a88c88dd9eef110c 09e25a47313502c1 352ba4f9e8e50645 6ab7e8d630759512 04921f2818760e5f 86b37ead0050dbb1 a2f899945af3d616 4285abfbca4abe4c 4313c62e339c3d13 279ad02c2880ed98 2b6f98f82ef26f6e 3b8fc418dec8e165 721ef7ca2a1baa96 526f6917d5679c3e b1f4da780a553d78 5d50abe6ed8f916b d255da3d3946c7b8 5490c975fc96bd0f ca48226cb659647c 4616a0b5357b12a3 5dd2b97cbe19baca 0108812c8355f39e 95f749af15e60560
0KUO9HDVxP7tbjsa,745225ef35f707dd 06a60ef2af71212b 0649f12f7a2ed455 149dd2455212cb29 396a13c268ece2ac 228f7274fe410c73 4c76cadcfbe31f2c f1c966acbb113084 b57234275b639073 cf05bb891847b87b 99b520f90ae93563 a9eed78a9fee3194 de14f0b631a60d57 169d02b0feb03c34 720a9245464e9c65 d4805994516a0f8e 37bedc658befede3 41ad4dd9976cc527 67e860105d9d3c23 b9477a6e7dfa0721 2c7aca41cb9b4d0e 6ba0c92617efb47f 81e8366b2abdc54e 63c9fe543be19892 697035c81aafe5a7 4c105cf781097925 0b948bd52ac5e7e4 43c1b260c3d301eb f269ee61e28cd917 173590a911ea62a4 e6b01939941494f3 ca1b096122774d22 c056a02dd4c53b57 27a53dff9e9e2e6c e4e3446f4c9b3042 187df7e8207bd052 1ccd6006f0875ea1 38dee02f6176595e 0718c05f33864718 f29a3933c4a8b424 8f990e335bb826fb 853b0b513aa8af5e 7e278de0aadec81e 2dc7bfd7c4dcc5a6 b093e6d9613292d8 3a10cebea9da93e7 3b69c5dbbbe836d4 87aed9a6b0698140 dbbaa0155690a550 ce10a6705f2bb3a2
gJwRWz2VYpVn5ydV,06a5b5fc35c04a85 8d84f1ae81acbc76 3925e34e7bd3064d 6bd161cc7861f934 0ef00cce1fa0e93e 554d3633b13cd081 fcc06448ee8313c3 c33f4284732297bb 745cd328db1f4b1d cf8a582404b8d049 0394ba4d7533f9e0 2da192729a770b31 c249dc63ad057476 3dedd68b0e667d30 1410c87876a7c085 7a4f8d141ed4c5c0 ddce60770d0ac4cf 5f5a730976668220 5ddd08a0428fd02d 428994e134960b27 540a7c425ae50f94 e0d5d33bc325af64 67e0a462b253bfa4 8314ec152ba637aa 31db602545dceabb 16a29586255cc3e6 bae61f533f56c2d6 e343364f9c79233e 775744434dce3d06 99360a6143fe9741 690ede9f01360e50 0c003b73cc5e384a a662154d75f5fbe9 53b9a8522c719f15 2844074e4cc8e5e6 51adab7008ccde13 3ecc776d9d16cfbf 2790e321c8506813 8bb079b3490e1469 b198e6fbecac6e37 d118e59b116ac6a0 6683e2e7714aa21b 852cb70d4b4a8ef4 1632e1da0533e8c8 02ca0ab01c284074 ba24a2c6b4c07d09 a440027e113c3e25 384bb4b6635b5202 02cf25fc3c1d359c 697a143ca0832c64
HeAp8zsXa2JBpsDm,af491478d88dfe65 be87d336a7e66d1e 8e89c37ccf03e9ad e63e647c95574a79 abfeb7d541cf7eda 6a254eaa5e3cbcaf 8fbeb7b62086fe6f 1b57e78ed4d89c93 ab322a9a84a897af 70684952717649d6 5fd350394c4e65a1 6f62d35257e7a261 7fb5bbbff961a564 c7dde9b27dc461bd 3b4075db1a81dceb 9cb2800dbfded4b9 573a35be4e7b7692 6400b13711b6c6d9 f6a37472f7662792 c92dc234b77ad1fa f3772bb5b115fd55 8a3e723d0d888d2c e5576620487a069f 5d6fc47a7f0e1abe a19f89e720c8750e 01fcafd734d85187 1e6c849543277e26 6612fcf4c7cc457b e3356487aebf24f1 9e21b8e5a71a0ea0 0e13a5c892af53c6 ae71662e1cd76c33 9c9a66a97e03853f 8ed055fba8c69bea e9da8463ade19be9 07842fbbe96ee3ee 8e4a897530e026dd 706a7da9befff978 4fc9b6388477353d a68e99e5c8c31578 0053a2b4f76679f2 77591840de7e9360 d48053b8bf80c981 38d86757951c36dc e291e41f0f26dc9c 018fc8375bd72383 9a70e3ac5d403430 a8008c371bcaaf3a 32cd5e7fd0426753 3762b4cd21a5311c
PfPZnJzUsiYDN5wI,101f5d1ba8f19c97 8096e2fe6b70e49f 97febf6a27f18740 bd73fbd269e57a78 5af31af7c4bcf680 335efa17c896bc28 045ebcbdb07bb8d0 3fad3a128c5b31b6 947d30d8166cb6ea 5987925d391b5229 f44760e3f8a04997 72e7add9f4357efd ebec0c73b4707e2d cb8e7c01dceb5f61 dbe35a951c331af7 29de4bb4bdbcafdb 7017cd3316731f03 c7f1912a54bd4220 4f5bec3392bea43d e4a9156b654d5abe bd895277c00a1192 2f0bf8bdcf5f7074 dd3275e74ee6ec04 16b5d11b25efdfc5 21e5765a8393b807 6ea98b6029790265 8439ae677f74a783 f07102d3c8bb5e58 5733df2fac9ecbb5 fc9d7e9325a01c3b 7ab9cefd25792749 c00d5953d459e4d7 7d49ba7a70372bb3 da632991964056ee 46f875cc8413cb04 d0e3f294a00cd292 661e253dbe999793 94d43f1e7275586a b89c7030d57cdd02 42639fcf111f5ead 5bf9af5b552b6c23 950394daccca385c e3411244da6602e9 f36259c6801cb2b2 26d99d62dd18d96e bd3b3a38d36af7dc 3da7005e4b9e6084 1be898224b30cf34 5073fa05c77b3e3e c7314537daa0e2b3
CJZdcABkv2XMedeX,9613602b39046ac9 d77dc52d7cca5792 5262f4f004d67342 f783e2208bc5b334 d30e59e87e32a6db b19d29982d098827 2a106319c3653da7 53f5f641e03387e5 9d6bda02e10a81e5 55b5b7ce9f1ff3d3 ded8f425d37a5056 ff55d9f5c73e3092 6d5f83e208c6abdd 4dc0ecd395197bad 8858caf77eb86f13 3c31af3ad6791021 12e7cc1f0e9e4eb6 5290e2028ca44347 d0ec4de87c4d6513 95600d0e05a7b89b 10d3bf47f6e68283 17fa26fa1280dcac 0c509dff44e0f31c 0e41f854f31161eb 5cb044bc4ab84554 e1325df9d915b4c7 14607c18d550e6db a7abbe4a72ae042a 8a99286235944eb5 adf15bbd40e2a3b7 b307d742ff672c49 d871287c9c10cac1 f3c338e7fa66e0e8 9a30e0e7ddaef7af 0b6ce7bbf8277a0f f8f02cb71ae05dbd 547125bd82895b2b 36870eff590dfeae 95d37680b1d67b0f 03663ea6750fe68d 1f475aa94d4fe65c bc27d007a1060cc2 43472087606735c9 39df34ed6424fb8f d986074dc70f4061 4b3951be189cc038 56ea68826d2afffe a79c083fa3f6b7dc 4644bed2f54c1b03 e987aab8d9a760d1
c3KyUn8IolKCspbe,956376dd42d82614 b84b63666ceafba2 067156ed3c92455c ffa17f11281ed1ce b9bf97f98af89b9a 82e35089f3d81710 55665905a92daf7f c0f18713702397ff 3261ead6745a7fdb 8b20b1104884b80c bdfce93504afe108 f188cf8ca1360f28 f403f5b7c4878e0f c953e2e1f700cfaa 3fd8d088d9223c54 4fc30b0b8f96315b 4437fc0629c9921d aa91eed47846e1a4 56f5297ddd4b7131 424d2e04a7543710 839d98e2749ff651 818515820c3cac57 41d48d2972112401 2e3ea7cf3cac3fef 52869806d9581e40 5a721140bd8dae69 0ce358633d836781 fa4ec9cfa320d13c c66c2867ba9774a0 054ede4926ea30b0 4f8edbba7ed6c01b 7a7edfc33938adb3 0e73c3ec751b9b94 359981b08a9dfd17 68d8dee9e09a56e4 9fc9770953ab0866 7610d40e2a359c99 cecc293d97956c8a f3e5bbdac0b2f80e d22c00975ae1ff13 a460738a6a3efa83 9594fe6cb84849aa 7dcfc58762d8ed6a 655ac7d7f1a4c47e 4be67f01d7005d32 4e3676cbcd5fc887 a79bf94460bd3f25 8d018cc04b3b9988 0a18dd8ac79277e3 ddb4ec92ec833e55
DU6yQI7M8gNCq6rM,2d6cc524f292104b e4707d67cf5cf040 c7824ab9653a1e78 42c218730abf2cba 5a055854a7e55e31 6161b317232e2c3a 5dcab42edb0277a4 62b52a466ead1953 de30ffd24f981e98 9c1a7044c25537f7 d3f2b2f43e1a4493 d27b8c1f186ba519 c9d208cbcfa1197a 5663c9592f59b959 1507351cafa63766 3035c86776eb2ee7 51ba68a2e995de52 409d98e1f3f1fe62 4a8bb10ccbee5d2f e2c20eb97ef18b48 43e8ea4a65813d5c 5c21402ece04bfb1 bb11858f210bf921 417a3b6317aac5e1 062cb98d798f4591 a64d01954fe6efdf d41ecf140464713a fb1c1be932e2e7d7 dcc058ff3f01a8d5 86fb41b2a6d6d6b4 89fe32f69ffc6bfb e1d549422e39272f f0a6566aade36a4c 608a23f102ee33a8 ffbee586e3faf3c7 8ef7f37df64b5204 66a81bc99ac7cd81 0366edbcb562a395 2fb8ba62ad1742bc 99f480b188d49535 9bf668ce7992fb42 e91919694e79e547 0b9243c0bd4fa1f8 a4bc47ee20436846 680c59e4e02a1d78 f22b70d34e5f64ce d5ecce86f0749c15 6b2653f91690bf74 e95c3cf51408f102 840716cf8b63744e
KYtrxIMMcZW0NkHP,4e4a07d01395f66e 587fc8b16a14e3e5 4886e4f198258148 ad0a5efff4afd1e6 bd64dd38e48259eb f8371a39f0b355f8 3941bdb98a1f9f09 1dda9a9c0e96e991 2edb51594a68e8a8 3a45f3945b648677 a46acb4f0d4b4006 c9c0254ee7a36c88 85fa6b1587d67471 d4f45832c8b293b8 8f3429ad38b3dead 5bd78783acc10a79 cb7ca4468780424c bfa194de8c7d91d1 bb23f4798addeba2 e565e83f0cb0a8fd e56ec46f5d82a70c 038b4867a15b9090 a0acfbbb54b0a54b f32843adaf26ae74 a55ccc52e9a4ddd5 b4d3927a2d96dd84 f3c00861bfb952af ac099bfc1f3a8934 0ae9bee0dd4a8599 ec508138448228ee e0fee1357346a549 bdbd1331c504c382 7ab9d8a1aa5eb076 998413ec9b21a710 dd50dee6b26072f4 64010f8c0106ad92 a025b12c62dc0729 30ecd96d901b277f 0f8bec22ae89504c 3651b5ec8a61ddc4 a88e722ed9781719 277e92d19bb0c2a7 ff6c34440f338834 f084239402757104 94fcaca7ee05db0f 537e236d6fdfe76e 0f8747b32c32c6a0 931686806a5cefc3 ab025fccfa43cb76 f373e544f19f87c1
